backbone,batch,epoch,tasks,matrix,tau
Uni-Mol,0,384,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000017|-0.011637|0.277202|0.081450|0.221321|0.308550|-0.003515|0.117102|0.042408|-0.048538|-0.013546|-0.011637|1.000027|-0.448965|-0.116952|0.490158|-0.066485|0.053022|0.010094|0.089742|0.033265|0.425200|0.277202|-0.448965|1.000022|0.436791|0.097258|0.443323|0.406007|0.476070|0.420874|0.390187|-0.054308|0.081450|-0.116952|0.436791|1.000089|0.145476|0.389832|0.204243|0.289128|0.219419|0.162605|0.096232|0.221321|0.490158|0.097258|0.145476|1.000016|0.259571|0.379362|0.274799|0.363669|0.297233|0.665141|0.308550|-0.066485|0.443323|0.389832|0.259571|1.000029|0.784274|0.829417|0.771339|0.770003|0.119707|-0.003515|0.053022|0.406007|0.204243|0.379362|0.784274|1.000210|0.936723|0.946936|0.980543|0.337586|0.117102|0.010094|0.476070|0.289128|0.274799|0.829417|0.936723|1.000193|0.968498|0.948191|0.282598|0.042408|0.089742|0.420874|0.219419|0.363669|0.771339|0.946936|0.968498|1.000192|0.966368|0.405078|-0.048538|0.033265|0.390187|0.162605|0.297233|0.770003|0.980543|0.948191|0.966368|1.000204|0.296386|-0.013546|0.425200|-0.054308|0.096232|0.665141|0.119707|0.337586|0.282598|0.405078|0.296386|1.000123,0.000000|-0.044040|-0.047606|-0.117165|-0.040077|-0.075918|-0.044096|-0.051304|-0.042094|-0.036726|-0.062066|-0.002223|0.000000|0.008106|-1.326916|-0.019598|-0.153565|-0.063709|-0.045230|-0.046134|-0.049422|-0.063480|-0.030834|-0.008887|0.000000|-0.086151|-0.054195|-0.110218|-0.049809|-0.051349|-0.055673|-0.050405|-0.034214|-0.049438|-0.005398|-0.022249|0.000000|-0.034906|-0.053192|-0.014444|-0.025848|-0.020768|-0.014907|-0.000845|-0.014573|-0.028558|-0.034265|-1.388715|0.000000|-0.136148|-0.074694|-0.072677|-0.065822|-0.056324|-0.092339|-0.010603|-0.059813|-0.018075|-1.178102|-0.064731|0.000000|-0.026599|-0.009259|-0.012770|-0.025411|-0.051008|-0.161585|-0.069961|-0.809224|-1.520472|-0.089954|-0.091360|0.000000|-0.055930|-0.067451|-0.059592|-0.074921|-0.187312|-0.058681|-0.938937|-1.494093|-0.080046|-0.074149|-0.050203|0.000000|-0.080509|-0.070495|-0.068924|-0.181004|-0.066873|-0.870387|-1.526829|-0.070650|-0.115365|-0.069700|-0.057960|0.000000|-0.088277|-0.063327|-0.144334|-0.072312|-0.835679|-1.499631|-0.073458|-0.107824|-0.053061|-0.079878|-0.063527|0.000000|-0.065470|-0.014769|-0.060432|-0.014175|-1.587977|-0.051432|-0.076570|-0.048401|-0.028100|-0.037141|-0.040660|0.000000
Uni-Mol,1,384,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000019|-0.109776|-0.175737|-0.209660|-0.134047|0.626106|0.030886|-0.171168|0.130696|0.068156|0.126835|-0.109776|1.000026|0.416423|0.071283|0.697131|-0.321940|-0.403131|0.232033|-0.114640|-0.140387|-0.689641|-0.175737|0.416423|1.000050|0.203236|0.327806|-0.090037|-0.368377|0.020476|-0.127835|-0.053431|-0.558870|-0.209660|0.071283|0.203236|1.000043|0.045815|-0.025050|-0.318482|-0.513026|0.049785|0.342379|-0.050550|-0.134047|0.697131|0.327806|0.045815|1.000023|-0.155831|-0.334650|0.223231|-0.220540|-0.162629|-0.764764|0.626106|-0.321940|-0.090037|-0.025050|-0.155831|1.000148|0.104173|-0.106403|0.003241|0.113934|0.026342|0.030886|-0.403131|-0.368377|-0.318482|-0.334650|0.104173|1.000562|0.435918|0.134711|0.332097|0.418527|-0.171168|0.232033|0.020476|-0.513026|0.223231|-0.106403|0.435918|1.000411|-0.242169|-0.272728|-0.195963|0.130696|-0.114640|-0.127835|0.049785|-0.220540|0.003241|0.134711|-0.242169|1.000397|0.604783|0.300899|0.068156|-0.140387|-0.053431|0.342379|-0.162629|0.113934|0.332097|-0.272728|0.604783|1.000116|0.206977|0.126835|-0.689641|-0.558870|-0.050550|-0.764764|0.026342|0.418527|-0.195963|0.300899|0.206977|1.000142,0.000000|-0.044040|-0.047606|-0.117165|-0.040077|-0.075918|-0.044096|-0.051304|-0.042094|-0.036726|-0.062066|-0.002223|0.000000|0.008106|-1.326916|-0.019598|-0.153565|-0.063709|-0.045230|-0.046134|-0.049422|-0.063480|-0.030834|-0.008887|0.000000|-0.086151|-0.054195|-0.110218|-0.049809|-0.051349|-0.055673|-0.050405|-0.034214|-0.049438|-0.005398|-0.022249|0.000000|-0.034906|-0.053192|-0.014444|-0.025848|-0.020768|-0.014907|-0.000845|-0.014573|-0.028558|-0.034265|-1.388715|0.000000|-0.136148|-0.074694|-0.072677|-0.065822|-0.056324|-0.092339|-0.010603|-0.059813|-0.018075|-1.178102|-0.064731|0.000000|-0.026599|-0.009259|-0.012770|-0.025411|-0.051008|-0.161585|-0.069961|-0.809224|-1.520472|-0.089954|-0.091360|0.000000|-0.055930|-0.067451|-0.059592|-0.074921|-0.187312|-0.058681|-0.938937|-1.494093|-0.080046|-0.074149|-0.050203|0.000000|-0.080509|-0.070495|-0.068924|-0.181004|-0.066873|-0.870387|-1.526829|-0.070650|-0.115365|-0.069700|-0.057960|0.000000|-0.088277|-0.063327|-0.144334|-0.072312|-0.835679|-1.499631|-0.073458|-0.107824|-0.053061|-0.079878|-0.063527|0.000000|-0.065470|-0.014769|-0.060432|-0.014175|-1.587977|-0.051432|-0.076570|-0.048401|-0.028100|-0.037141|-0.040660|0.000000
Uni-Mol,2,384,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000015|-0.168824|-0.074859|-0.130553|0.088801|-0.292125|-0.002773|-0.023699|0.008889|-0.006156|-0.124186|-0.168824|1.000018|0.112851|0.153539|0.679085|0.430551|0.679018|0.171488|0.636703|0.226791|0.867811|-0.074859|0.112851|1.000020|0.586608|-0.208840|-0.363390|0.325829|0.448164|0.263062|0.289881|0.101937|-0.130553|0.153539|0.586608|1.000066|-0.202722|-0.324056|0.306051|0.339624|0.232632|0.199106|0.201265|0.088801|0.679085|-0.208840|-0.202722|1.000011|0.486790|0.227828|-0.304433|0.193735|-0.223138|0.652618|-0.292125|0.430551|-0.363390|-0.324056|0.486790|1.000182|0.060790|-0.289258|0.061100|-0.150044|0.420720|-0.002773|0.679018|0.325829|0.306051|0.227828|0.060790|1.000129|0.683764|0.987990|0.673117|0.701326|-0.023699|0.171488|0.448164|0.339624|-0.304433|-0.289258|0.683764|1.000181|0.718430|0.956708|0.108993|0.008889|0.636703|0.263062|0.232632|0.193735|0.061100|0.987990|0.718430|1.000170|0.725350|0.648337|-0.006156|0.226791|0.289881|0.199106|-0.223138|-0.150044|0.673117|0.956708|0.725350|1.000106|0.119725|-0.124186|0.867811|0.101937|0.201265|0.652618|0.420720|0.701326|0.108993|0.648337|0.119725|1.000096,0.000000|-0.044040|-0.047606|-0.117165|-0.040077|-0.075918|-0.044096|-0.051304|-0.042094|-0.036726|-0.062066|-0.002223|0.000000|0.008106|-1.326916|-0.019598|-0.153565|-0.063709|-0.045230|-0.046134|-0.049422|-0.063480|-0.030834|-0.008887|0.000000|-0.086151|-0.054195|-0.110218|-0.049809|-0.051349|-0.055673|-0.050405|-0.034214|-0.049438|-0.005398|-0.022249|0.000000|-0.034906|-0.053192|-0.014444|-0.025848|-0.020768|-0.014907|-0.000845|-0.014573|-0.028558|-0.034265|-1.388715|0.000000|-0.136148|-0.074694|-0.072677|-0.065822|-0.056324|-0.092339|-0.010603|-0.059813|-0.018075|-1.178102|-0.064731|0.000000|-0.026599|-0.009259|-0.012770|-0.025411|-0.051008|-0.161585|-0.069961|-0.809224|-1.520472|-0.089954|-0.091360|0.000000|-0.055930|-0.067451|-0.059592|-0.074921|-0.187312|-0.058681|-0.938937|-1.494093|-0.080046|-0.074149|-0.050203|0.000000|-0.080509|-0.070495|-0.068924|-0.181004|-0.066873|-0.870387|-1.526829|-0.070650|-0.115365|-0.069700|-0.057960|0.000000|-0.088277|-0.063327|-0.144334|-0.072312|-0.835679|-1.499631|-0.073458|-0.107824|-0.053061|-0.079878|-0.063527|0.000000|-0.065470|-0.014769|-0.060432|-0.014175|-1.587977|-0.051432|-0.076570|-0.048401|-0.028100|-0.037141|-0.040660|0.000000
Uni-Mol,3,384,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000039|-0.112994|-0.008728|0.063047|0.522696|0.233032|0.145855|-0.059683|0.165903|0.163087|-0.411894|-0.112994|1.000044|0.160191|-0.393457|-0.283127|-0.366363|-0.270174|-0.319954|-0.232147|-0.340628|0.321610|-0.008728|0.160191|1.000091|0.284546|-0.284619|0.011456|0.266672|0.312307|0.311137|0.211362|0.338897|0.063047|-0.393457|0.284546|1.000048|0.035226|0.503998|0.603703|0.549633|0.579936|0.637265|0.176701|0.522696|-0.283127|-0.284619|0.035226|1.000010|-0.002797|-0.049463|-0.015369|-0.035558|0.002674|-0.502352|0.233032|-0.366363|0.011456|0.503998|-0.002797|1.000273|0.580935|0.373357|0.489572|0.572688|0.171339|0.145855|-0.270174|0.266672|0.603703|-0.049463|0.580935|1.000104|0.890789|0.973208|0.967696|0.266746|-0.059683|-0.319954|0.312307|0.549633|-0.015369|0.373357|0.890789|1.000327|0.891677|0.869969|0.232736|0.165903|-0.232147|0.311137|0.579936|-0.035558|0.489572|0.973208|0.891677|1.000175|0.969140|0.234865|0.163087|-0.340628|0.211362|0.637265|0.002674|0.572688|0.967696|0.869969|0.969140|1.000144|0.184617|-0.411894|0.321610|0.338897|0.176701|-0.502352|0.171339|0.266746|0.232736|0.234865|0.184617|1.000141,0.000000|-0.044040|-0.047606|-0.117165|-0.040077|-0.075918|-0.044096|-0.051304|-0.042094|-0.036726|-0.062066|-0.002223|0.000000|0.008106|-1.326916|-0.019598|-0.153565|-0.063709|-0.045230|-0.046134|-0.049422|-0.063480|-0.030834|-0.008887|0.000000|-0.086151|-0.054195|-0.110218|-0.049809|-0.051349|-0.055673|-0.050405|-0.034214|-0.049438|-0.005398|-0.022249|0.000000|-0.034906|-0.053192|-0.014444|-0.025848|-0.020768|-0.014907|-0.000845|-0.014573|-0.028558|-0.034265|-1.388715|0.000000|-0.136148|-0.074694|-0.072677|-0.065822|-0.056324|-0.092339|-0.010603|-0.059813|-0.018075|-1.178102|-0.064731|0.000000|-0.026599|-0.009259|-0.012770|-0.025411|-0.051008|-0.161585|-0.069961|-0.809224|-1.520472|-0.089954|-0.091360|0.000000|-0.055930|-0.067451|-0.059592|-0.074921|-0.187312|-0.058681|-0.938937|-1.494093|-0.080046|-0.074149|-0.050203|0.000000|-0.080509|-0.070495|-0.068924|-0.181004|-0.066873|-0.870387|-1.526829|-0.070650|-0.115365|-0.069700|-0.057960|0.000000|-0.088277|-0.063327|-0.144334|-0.072312|-0.835679|-1.499631|-0.073458|-0.107824|-0.053061|-0.079878|-0.063527|0.000000|-0.065470|-0.014769|-0.060432|-0.014175|-1.587977|-0.051432|-0.076570|-0.048401|-0.028100|-0.037141|-0.040660|0.000000
Uni-Mol,4,384,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000034|-0.124353|0.341956|-0.160436|0.157219|-0.165307|0.063059|-0.005070|0.098420|0.155342|0.246752|-0.124353|1.000024|-0.268191|0.084438|0.807901|-0.212207|0.147716|0.162422|0.382303|-0.025542|0.602011|0.341956|-0.268191|1.000038|0.068765|0.000553|0.197112|-0.182736|-0.272849|0.122644|-0.161929|0.013291|-0.160436|0.084438|0.068765|1.000031|-0.052297|-0.056418|0.334323|0.167328|0.329757|0.252216|0.355355|0.157219|0.807901|0.000553|-0.052297|1.000011|0.039883|-0.095887|-0.069422|0.363098|-0.227733|0.585728|-0.165307|-0.212207|0.197112|-0.056418|0.039883|1.000083|-0.342403|-0.439888|-0.179403|-0.352739|-0.207016|0.063059|0.147716|-0.182736|0.334323|-0.095887|-0.342403|1.000173|0.813035|0.689226|0.933581|0.578842|-0.005070|0.162422|-0.272849|0.167328|-0.069422|-0.439888|0.813035|1.000506|0.629812|0.873128|0.297970|0.098420|0.382303|0.122644|0.329757|0.363098|-0.179403|0.689226|0.629812|1.000467|0.588521|0.730107|0.155342|-0.025542|-0.161929|0.252216|-0.227733|-0.352739|0.933581|0.873128|0.588521|1.000425|0.384871|0.246752|0.602011|0.013291|0.355355|0.585728|-0.207016|0.578842|0.297970|0.730107|0.384871|1.000076,0.000000|-0.044040|-0.047606|-0.117165|-0.040077|-0.075918|-0.044096|-0.051304|-0.042094|-0.036726|-0.062066|-0.002223|0.000000|0.008106|-1.326916|-0.019598|-0.153565|-0.063709|-0.045230|-0.046134|-0.049422|-0.063480|-0.030834|-0.008887|0.000000|-0.086151|-0.054195|-0.110218|-0.049809|-0.051349|-0.055673|-0.050405|-0.034214|-0.049438|-0.005398|-0.022249|0.000000|-0.034906|-0.053192|-0.014444|-0.025848|-0.020768|-0.014907|-0.000845|-0.014573|-0.028558|-0.034265|-1.388715|0.000000|-0.136148|-0.074694|-0.072677|-0.065822|-0.056324|-0.092339|-0.010603|-0.059813|-0.018075|-1.178102|-0.064731|0.000000|-0.026599|-0.009259|-0.012770|-0.025411|-0.051008|-0.161585|-0.069961|-0.809224|-1.520472|-0.089954|-0.091360|0.000000|-0.055930|-0.067451|-0.059592|-0.074921|-0.187312|-0.058681|-0.938937|-1.494093|-0.080046|-0.074149|-0.050203|0.000000|-0.080509|-0.070495|-0.068924|-0.181004|-0.066873|-0.870387|-1.526829|-0.070650|-0.115365|-0.069700|-0.057960|0.000000|-0.088277|-0.063327|-0.144334|-0.072312|-0.835679|-1.499631|-0.073458|-0.107824|-0.053061|-0.079878|-0.063527|0.000000|-0.065470|-0.014769|-0.060432|-0.014175|-1.587977|-0.051432|-0.076570|-0.048401|-0.028100|-0.037141|-0.040660|0.000000
Uni-Mol,5,384,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000018|0.061242|0.364898|0.427820|-0.172679|-0.067395|0.353577|-0.039579|0.248175|0.367089|0.179142|0.061242|1.000025|0.029618|0.167510|-0.799908|-0.314336|0.392700|-0.070801|0.281579|0.276421|0.684129|0.364898|0.029618|1.000049|0.413728|-0.394733|0.451078|0.202838|0.231037|0.338306|0.336848|0.505400|0.427820|0.167510|0.413728|1.000035|-0.171997|0.078725|0.605069|0.160249|0.627591|0.676063|0.457389|-0.172679|-0.799908|-0.394733|-0.171997|1.000017|-0.033832|-0.292277|-0.094959|-0.310719|-0.294504|-0.750053|-0.067395|-0.314336|0.451078|0.078725|-0.033832|1.000032|-0.377258|0.465850|0.035310|-0.109241|0.202318|0.353577|0.392700|0.202838|0.605069|-0.292277|-0.377258|1.000250|0.304325|0.826918|0.913195|0.414921|-0.039579|-0.070801|0.231037|0.160249|-0.094959|0.465850|0.304325|1.000805|0.689597|0.546333|0.229481|0.248175|0.281579|0.338306|0.627591|-0.310719|0.035310|0.826918|0.689597|1.000470|0.957775|0.502356|0.367089|0.276421|0.336848|0.676063|-0.294504|-0.109241|0.913195|0.546333|0.957775|1.000350|0.448225|0.179142|0.684129|0.505400|0.457389|-0.750053|0.202318|0.414921|0.229481|0.502355|0.448225|1.000105,0.000000|-0.044040|-0.047606|-0.117165|-0.040077|-0.075918|-0.044096|-0.051304|-0.042094|-0.036726|-0.062066|-0.002223|0.000000|0.008106|-1.326916|-0.019598|-0.153565|-0.063709|-0.045230|-0.046134|-0.049422|-0.063480|-0.030834|-0.008887|0.000000|-0.086151|-0.054195|-0.110218|-0.049809|-0.051349|-0.055673|-0.050405|-0.034214|-0.049438|-0.005398|-0.022249|0.000000|-0.034906|-0.053192|-0.014444|-0.025848|-0.020768|-0.014907|-0.000845|-0.014573|-0.028558|-0.034265|-1.388715|0.000000|-0.136148|-0.074694|-0.072677|-0.065822|-0.056324|-0.092339|-0.010603|-0.059813|-0.018075|-1.178102|-0.064731|0.000000|-0.026599|-0.009259|-0.012770|-0.025411|-0.051008|-0.161585|-0.069961|-0.809224|-1.520472|-0.089954|-0.091360|0.000000|-0.055930|-0.067451|-0.059592|-0.074921|-0.187312|-0.058681|-0.938937|-1.494093|-0.080046|-0.074149|-0.050203|0.000000|-0.080509|-0.070495|-0.068924|-0.181004|-0.066873|-0.870387|-1.526829|-0.070650|-0.115365|-0.069700|-0.057960|0.000000|-0.088277|-0.063327|-0.144334|-0.072312|-0.835679|-1.499631|-0.073458|-0.107824|-0.053061|-0.079878|-0.063527|0.000000|-0.065470|-0.014769|-0.060432|-0.014175|-1.587977|-0.051432|-0.076570|-0.048401|-0.028100|-0.037141|-0.040660|0.000000
Uni-Mol,6,384,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000014|-0.156106|0.318581|0.118271|0.093233|-0.183801|0.033026|-0.047740|0.162919|0.123867|-0.244130|-0.156106|1.000026|-0.529678|0.079942|-0.810216|0.681931|-0.304773|-0.575879|0.320087|-0.463433|0.792314|0.318581|-0.529678|1.000041|-0.445550|0.413820|-0.168771|-0.200873|0.288079|-0.537407|-0.035265|-0.477378|0.118271|0.079942|-0.445550|1.000038|0.118154|-0.329507|0.307029|-0.426123|0.657039|0.372751|-0.016494|0.093233|-0.810216|0.413820|0.118154|1.000015|-0.553874|0.215505|0.337955|-0.251541|0.407480|-0.720517|-0.183801|0.681931|-0.168771|-0.329507|-0.553874|1.000153|-0.493966|-0.271199|-0.175085|-0.589548|0.660670|0.033026|-0.304773|-0.200873|0.307029|0.215505|-0.493966|1.000314|0.480759|0.608813|0.937579|-0.175674|-0.047740|-0.575879|0.288079|-0.426123|0.337955|-0.271199|0.480759|1.000514|-0.251898|0.471259|-0.368930|0.162919|0.320087|-0.537407|0.657039|-0.251541|-0.175085|0.608813|-0.251898|1.000260|0.530688|0.218325|0.123867|-0.463433|-0.035265|0.372751|0.407480|-0.589548|0.937579|0.471259|0.530688|1.000301|-0.332416|-0.244130|0.792314|-0.477378|-0.016494|-0.720517|0.660669|-0.175674|-0.368930|0.218325|-0.332416|1.000127,0.000000|-0.044040|-0.047606|-0.117165|-0.040077|-0.075918|-0.044096|-0.051304|-0.042094|-0.036726|-0.062066|-0.002223|0.000000|0.008106|-1.326916|-0.019598|-0.153565|-0.063709|-0.045230|-0.046134|-0.049422|-0.063480|-0.030834|-0.008887|0.000000|-0.086151|-0.054195|-0.110218|-0.049809|-0.051349|-0.055673|-0.050405|-0.034214|-0.049438|-0.005398|-0.022249|0.000000|-0.034906|-0.053192|-0.014444|-0.025848|-0.020768|-0.014907|-0.000845|-0.014573|-0.028558|-0.034265|-1.388715|0.000000|-0.136148|-0.074694|-0.072677|-0.065822|-0.056324|-0.092339|-0.010603|-0.059813|-0.018075|-1.178102|-0.064731|0.000000|-0.026599|-0.009259|-0.012770|-0.025411|-0.051008|-0.161585|-0.069961|-0.809224|-1.520472|-0.089954|-0.091360|0.000000|-0.055930|-0.067451|-0.059592|-0.074921|-0.187312|-0.058681|-0.938937|-1.494093|-0.080046|-0.074149|-0.050203|0.000000|-0.080509|-0.070495|-0.068924|-0.181004|-0.066873|-0.870387|-1.526829|-0.070650|-0.115365|-0.069700|-0.057960|0.000000|-0.088277|-0.063327|-0.144334|-0.072312|-0.835679|-1.499631|-0.073458|-0.107824|-0.053061|-0.079878|-0.063527|0.000000|-0.065470|-0.014769|-0.060432|-0.014175|-1.587977|-0.051432|-0.076570|-0.048401|-0.028100|-0.037141|-0.040660|0.000000
Uni-Mol,7,384,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000013|-0.113923|0.220280|-0.096989|0.275333|-0.143456|-0.211384|-0.107506|-0.100579|-0.123246|-0.114196|-0.113923|1.000027|0.035357|0.443502|0.768473|0.543154|0.043559|-0.060924|-0.083428|0.134961|0.683559|0.220280|0.035357|1.000013|0.213071|0.198716|-0.332103|0.052804|0.075369|0.037430|0.021010|0.628510|-0.096989|0.443502|0.213071|1.000034|0.399761|0.379806|0.625209|0.601601|0.587874|0.701128|0.477120|0.275333|0.768473|0.198716|0.399761|1.000011|0.433085|-0.069553|-0.083469|-0.117304|0.099084|0.618644|-0.143456|0.543154|-0.332103|0.379806|0.433085|1.000138|0.322830|0.268957|0.221432|0.399373|0.179409|-0.211384|0.043559|0.052804|0.625209|-0.069553|0.322830|1.000352|0.967687|0.961103|0.957684|0.084175|-0.107506|-0.060924|0.075369|0.601601|-0.083469|0.268957|0.967687|1.000465|0.983111|0.943277|0.036697|-0.100579|-0.083428|0.037430|0.587874|-0.117304|0.221432|0.961103|0.983111|1.000449|0.938837|-0.010687|-0.123246|0.134961|0.021010|0.701128|0.099084|0.399373|0.957684|0.943277|0.938837|1.000239|0.104756|-0.114196|0.683559|0.628510|0.477120|0.618644|0.179410|0.084175|0.036697|-0.010687|0.104756|1.000062,0.000000|-0.044040|-0.047606|-0.117165|-0.040077|-0.075918|-0.044096|-0.051304|-0.042094|-0.036726|-0.062066|-0.002223|0.000000|0.008106|-1.326916|-0.019598|-0.153565|-0.063709|-0.045230|-0.046134|-0.049422|-0.063480|-0.030834|-0.008887|0.000000|-0.086151|-0.054195|-0.110218|-0.049809|-0.051349|-0.055673|-0.050405|-0.034214|-0.049438|-0.005398|-0.022249|0.000000|-0.034906|-0.053192|-0.014444|-0.025848|-0.020768|-0.014907|-0.000845|-0.014573|-0.028558|-0.034265|-1.388715|0.000000|-0.136148|-0.074694|-0.072677|-0.065822|-0.056324|-0.092339|-0.010603|-0.059813|-0.018075|-1.178102|-0.064731|0.000000|-0.026599|-0.009259|-0.012770|-0.025411|-0.051008|-0.161585|-0.069961|-0.809224|-1.520472|-0.089954|-0.091360|0.000000|-0.055930|-0.067451|-0.059592|-0.074921|-0.187312|-0.058681|-0.938937|-1.494093|-0.080046|-0.074149|-0.050203|0.000000|-0.080509|-0.070495|-0.068924|-0.181004|-0.066873|-0.870387|-1.526829|-0.070650|-0.115365|-0.069700|-0.057960|0.000000|-0.088277|-0.063327|-0.144334|-0.072312|-0.835679|-1.499631|-0.073458|-0.107824|-0.053061|-0.079878|-0.063527|0.000000|-0.065470|-0.014769|-0.060432|-0.014175|-1.587977|-0.051432|-0.076570|-0.048401|-0.028100|-0.037141|-0.040660|0.000000
Uni-Mol,8,384,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000026|-0.352136|0.362703|0.044842|0.371793|0.084313|0.025731|0.053667|-0.033300|-0.217263|-0.536195|-0.352136|1.000028|0.027379|0.183487|-0.675067|0.460287|0.413256|0.227900|0.470386|0.459170|0.418844|0.362703|0.027379|1.000067|0.244588|0.303082|0.433303|0.345975|0.199128|0.348458|0.037107|-0.065201|0.044842|0.183487|0.244588|1.000034|0.333676|0.714196|0.811470|0.537028|0.848081|0.501724|0.447601|0.371793|-0.675067|0.303082|0.333676|1.000015|-0.003119|0.018379|0.015887|0.076669|-0.240226|-0.179931|0.084313|0.460287|0.433303|0.714196|-0.003119|1.000055|0.879120|0.636910|0.886136|0.577487|0.476525|0.025731|0.413256|0.345975|0.811470|0.018379|0.879120|1.000096|0.816007|0.954841|0.680681|0.431020|0.053667|0.227900|0.199128|0.537028|0.015887|0.636910|0.816007|1.000639|0.722175|0.656940|0.234874|-0.033300|0.470386|0.348458|0.848081|0.076669|0.886136|0.954841|0.722175|1.000120|0.669448|0.532347|-0.217263|0.459170|0.037107|0.501724|-0.240226|0.577487|0.680681|0.656940|0.669448|1.000698|0.552337|-0.536195|0.418844|-0.065201|0.447601|-0.179931|0.476525|0.431020|0.234874|0.532347|0.552337|1.000105,0.000000|-0.044040|-0.047606|-0.117165|-0.040077|-0.075918|-0.044096|-0.051304|-0.042094|-0.036726|-0.062066|-0.002223|0.000000|0.008106|-1.326916|-0.019598|-0.153565|-0.063709|-0.045230|-0.046134|-0.049422|-0.063480|-0.030834|-0.008887|0.000000|-0.086151|-0.054195|-0.110218|-0.049809|-0.051349|-0.055673|-0.050405|-0.034214|-0.049438|-0.005398|-0.022249|0.000000|-0.034906|-0.053192|-0.014444|-0.025848|-0.020768|-0.014907|-0.000845|-0.014573|-0.028558|-0.034265|-1.388715|0.000000|-0.136148|-0.074694|-0.072677|-0.065822|-0.056324|-0.092339|-0.010603|-0.059813|-0.018075|-1.178102|-0.064731|0.000000|-0.026599|-0.009259|-0.012770|-0.025411|-0.051008|-0.161585|-0.069961|-0.809224|-1.520472|-0.089954|-0.091360|0.000000|-0.055930|-0.067451|-0.059592|-0.074921|-0.187312|-0.058681|-0.938937|-1.494093|-0.080046|-0.074149|-0.050203|0.000000|-0.080509|-0.070495|-0.068924|-0.181004|-0.066873|-0.870387|-1.526829|-0.070650|-0.115365|-0.069700|-0.057960|0.000000|-0.088277|-0.063327|-0.144334|-0.072312|-0.835679|-1.499631|-0.073458|-0.107824|-0.053061|-0.079878|-0.063527|0.000000|-0.065470|-0.014769|-0.060432|-0.014175|-1.587977|-0.051432|-0.076570|-0.048401|-0.028100|-0.037141|-0.040660|0.000000
