backbone,batch,epoch,tasks,matrix,tau
GNN,10,336,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000685|-0.055462|0.049694|-0.041254|-0.042144|0.072097|0.091570|0.211019|0.097353|0.182107|-0.223793|-0.055462|1.000760|-0.165210|-0.060475|-0.111675|-0.393317|0.455346|0.249112|-0.119859|0.432930|0.236938|0.049694|-0.165210|1.000572|-0.047583|0.012180|0.004106|-0.127870|-0.071166|0.060431|-0.124895|-0.012304|-0.041254|-0.060475|-0.047583|1.000666|0.124337|0.172605|0.095000|0.114083|-0.156701|0.097195|-0.270943|-0.042144|-0.111675|0.012180|0.124337|1.000297|0.137368|-0.074220|-0.044249|0.006499|-0.002598|-0.197624|0.072097|-0.393317|0.004106|0.172605|0.137368|1.000712|0.198645|0.364658|-0.076736|0.255614|-0.420760|0.091570|0.455346|-0.127870|0.095000|-0.074220|0.198645|1.000670|0.926159|-0.346353|0.854020|-0.183742|0.211019|0.249112|-0.071166|0.114083|-0.044249|0.364658|0.926159|1.000683|-0.255737|0.858240|-0.328859|0.097353|-0.119859|0.060431|-0.156701|0.006499|-0.076736|-0.346353|-0.255737|1.000646|-0.268094|0.018415|0.182107|0.432930|-0.124895|0.097195|-0.002598|0.255614|0.854020|0.858240|-0.268094|1.000414|-0.263852|-0.223793|0.236938|-0.012304|-0.270943|-0.197624|-0.420760|-0.183742|-0.328859|0.018415|-0.263852|1.000694,
GNN,11,336,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000610|-0.047151|0.087420|-0.088357|0.040254|0.032636|0.032014|-0.045093|0.078622|-0.044142|0.020252|-0.047151|1.000728|-0.371167|-0.069117|0.043143|-0.367030|0.055808|0.133120|-0.304547|0.242373|-0.045514|0.087420|-0.371167|1.000645|-0.009662|-0.075205|0.255420|0.063214|0.028096|0.125859|-0.029877|0.120112|-0.088357|-0.069117|-0.009662|1.000623|-0.012856|-0.069421|-0.065102|-0.084492|0.175028|-0.124425|-0.020011|0.040254|0.043143|-0.075205|-0.012856|1.000399|0.167453|-0.061990|0.092001|-0.154018|0.100315|-0.050141|0.032636|-0.367030|0.255420|-0.069421|0.167453|1.000695|0.352335|0.567801|-0.414581|0.505510|-0.103917|0.032014|0.055808|0.063214|-0.065102|-0.061990|0.352335|1.000690|0.593917|-0.335957|0.612497|-0.019139|-0.045093|0.133120|0.028096|-0.084492|0.092001|0.567801|0.593917|1.000601|-0.757897|0.952363|-0.093213|0.078622|-0.304547|0.125859|0.175028|-0.154018|-0.414581|-0.335957|-0.757897|1.000500|-0.845743|0.045464|-0.044142|0.242373|-0.029877|-0.124425|0.100315|0.505510|0.612497|0.952363|-0.845743|1.000361|-0.068932|0.020252|-0.045514|0.120112|-0.020011|-0.050141|-0.103917|-0.019139|-0.093213|0.045464|-0.068932|1.000608,
GNN,12,336,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000637|0.038238|0.059312|-0.072535|0.052497|0.024080|0.039085|0.004357|-0.050045|-0.098047|-0.125765|0.038238|1.000609|-0.049099|0.188914|0.161166|-0.306684|0.016217|0.049021|0.028112|0.252815|0.030823|0.059312|-0.049099|1.000563|0.077005|-0.106154|-0.259227|0.093910|0.103947|0.120143|-0.158453|0.232708|-0.072535|0.188914|0.077005|1.000652|0.018957|-0.273101|-0.071011|0.024188|0.064312|0.065689|0.168613|0.052497|0.161166|-0.106154|0.018957|1.000517|-0.041683|-0.245734|-0.275139|-0.288371|0.263675|-0.366877|0.024080|-0.306684|-0.259227|-0.273101|-0.041683|1.000682|0.098861|0.007638|-0.067283|-0.011938|-0.291870|0.039085|0.016217|0.093910|-0.071011|-0.245734|0.098861|1.000693|0.912428|0.787751|-0.231350|-0.010491|0.004357|0.049021|0.103947|0.024188|-0.275139|0.007638|0.912428|1.000531|0.931483|-0.382555|0.029153|-0.050045|0.028112|0.120143|0.064312|-0.288371|-0.067283|0.787751|0.931483|1.000632|-0.364312|0.103264|-0.098047|0.252815|-0.158453|0.065689|0.263675|-0.011938|-0.231350|-0.382555|-0.364312|1.000589|-0.075014|-0.125765|0.030823|0.232708|0.168613|-0.366877|-0.291870|-0.010491|0.029153|0.103264|-0.075014|1.000681,
GNN,13,336,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000739|0.015574|-0.080294|-0.036474|-0.027549|0.007893|0.027817|-0.014248|0.085975|0.019479|0.052526|0.015574|1.000739|-0.148381|-0.261278|0.308156|0.583944|0.271723|0.620943|-0.302905|-0.320126|0.016004|-0.080294|-0.148381|1.000742|-0.067985|-0.229926|0.040264|-0.063722|0.084441|-0.036042|0.233190|-0.046472|-0.036474|-0.261278|-0.067985|1.000689|-0.120800|-0.282075|-0.019221|-0.304358|0.196226|0.181530|-0.195323|-0.027549|0.308156|-0.229926|-0.120800|1.000472|0.261992|0.010401|0.182185|-0.257562|-0.348622|0.095071|0.007893|0.583944|0.040264|-0.282075|0.261992|1.000716|0.173363|0.692703|-0.418358|-0.354943|-0.013323|0.027817|0.271723|-0.063722|-0.019221|0.010401|0.173363|1.000669|0.572944|0.661390|0.579272|-0.075062|-0.014248|0.620943|0.084441|-0.304358|0.182185|0.692703|0.572944|1.000569|-0.105794|-0.087610|-0.067334|0.085975|-0.302905|-0.036042|0.196226|-0.257562|-0.418358|0.661390|-0.105794|1.000694|0.824953|-0.040579|0.019479|-0.320126|0.233190|0.181530|-0.348622|-0.354943|0.579272|-0.087610|0.824953|1.000653|-0.092191|0.052526|0.016004|-0.046472|-0.195323|0.095071|-0.013323|-0.075062|-0.067334|-0.040579|-0.092191|1.000574,
GNN,14,336,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000624|-0.157531|0.112893|-0.034864|-0.076971|0.038914|0.097058|0.068543|0.166777|-0.167022|-0.045203|-0.157531|1.000710|-0.156584|-0.167085|0.001673|0.560821|0.163590|0.176572|-0.017706|-0.027113|0.363139|0.112893|-0.156584|1.000531|0.005236|-0.009590|-0.157792|0.081344|0.056700|0.073756|-0.046807|-0.153004|-0.034864|-0.167085|0.005236|1.000782|0.092719|-0.396157|-0.322677|-0.265650|-0.291734|0.305333|-0.206563|-0.076971|0.001673|-0.009590|0.092719|1.000376|-0.201037|-0.031844|-0.094062|-0.226148|0.219690|-0.219638|0.038914|0.560821|-0.157792|-0.396157|-0.201037|1.000680|0.509685|0.458699|0.579896|-0.614903|0.565809|0.097058|0.163590|0.081344|-0.322677|-0.031844|0.509685|1.000546|0.899556|0.806480|-0.809391|0.123611|0.068543|0.176572|0.056700|-0.265650|-0.094062|0.458699|0.899556|1.000529|0.803078|-0.769806|0.120531|0.166777|-0.017706|0.073756|-0.291734|-0.226148|0.579896|0.806480|0.803078|1.000307|-0.979589|0.212870|-0.167022|-0.027113|-0.046807|0.305333|0.219690|-0.614903|-0.809391|-0.769806|-0.979589|1.000341|-0.228687|-0.045203|0.363139|-0.153004|-0.206563|-0.219638|0.565809|0.123611|0.120531|0.212871|-0.228687|1.000717,
GNN,15,336,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000541|0.018999|0.005877|-0.216466|0.115174|0.018109|-0.156135|-0.051941|0.052380|-0.100964|0.084736|0.018999|1.000710|0.274672|-0.119053|0.152591|-0.535290|0.158779|0.280245|0.514454|-0.129091|0.208847|0.005877|0.274672|1.000656|-0.001159|0.044169|-0.189904|0.097295|0.060811|0.042047|0.013329|0.235958|-0.216466|-0.119053|-0.001159|1.000702|-0.129131|-0.121946|0.157562|-0.065345|-0.289894|0.118816|-0.161814|0.115174|0.152591|0.044169|-0.129131|1.000545|-0.251061|-0.203276|-0.153462|0.161021|-0.352633|0.334730|0.018109|-0.535290|-0.189904|-0.121946|-0.251061|1.000626|-0.037573|0.032427|-0.240819|0.405074|-0.416546|-0.156135|0.158779|0.097295|0.157562|-0.203276|-0.037573|1.000661|0.685267|0.192588|0.847219|0.015127|-0.051941|0.280245|0.060811|-0.065345|-0.153462|0.032427|0.685267|1.000630|0.710396|0.599975|-0.003432|0.052380|0.514454|0.042047|-0.289894|0.161021|-0.240819|0.192588|0.710396|1.000550|-0.046654|0.133437|-0.100964|-0.129091|0.013329|0.118816|-0.352633|0.405074|0.847219|0.599975|-0.046654|1.000661|-0.196959|0.084736|0.208847|0.235958|-0.161814|0.334730|-0.416546|0.015127|-0.003432|0.133437|-0.196959|1.000645,
Uni-Mol,0,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000015|0.333640|0.076212|-0.028956|0.482587|0.158987|0.216701|0.194573|0.244017|0.206839|-0.169465|0.333640|1.000077|-0.469162|0.369417|0.343966|0.514114|0.197344|0.019233|-0.006145|0.521569|-0.408874|0.076212|-0.469162|1.000091|-0.407939|-0.043017|-0.466635|0.192151|0.342381|0.363980|-0.121259|0.279749|-0.028956|0.369417|-0.407939|1.000036|-0.195200|0.513012|-0.308862|-0.414051|-0.427170|0.348502|-0.338632|0.482587|0.343966|-0.043017|-0.195200|1.000009|-0.021186|0.290474|0.207147|0.230248|0.491274|-0.460783|0.158987|0.514114|-0.466635|0.513012|-0.021186|1.000038|-0.294561|-0.372174|-0.396601|0.031240|-0.167787|0.216701|0.197344|0.192151|-0.308862|0.290474|-0.294561|1.000135|0.939065|0.914371|0.266245|0.248964|0.194573|0.019233|0.342381|-0.414051|0.207147|-0.372174|0.939065|1.000129|0.984746|0.070278|0.379735|0.244017|-0.006145|0.363980|-0.427170|0.230248|-0.396601|0.914371|0.984746|1.000121|0.083243|0.364784|0.206839|0.521569|-0.121259|0.348502|0.491274|0.031240|0.266245|0.070278|0.083243|1.000111|-0.581065|-0.169465|-0.408874|0.279749|-0.338632|-0.460783|-0.167787|0.248964|0.379735|0.364784|-0.581065|1.000058,
Uni-Mol,1,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000009|-0.125663|0.244293|0.098273|0.544281|0.352564|0.452557|0.345912|0.383792|0.361009|-0.203071|-0.125663|1.000082|0.394117|0.010046|-0.429551|0.258095|0.062361|0.021739|0.059030|0.402101|0.090123|0.244293|0.394117|1.000026|-0.109670|0.072430|0.158109|-0.182152|-0.268950|-0.228190|0.259099|-0.285112|0.098273|0.010046|-0.109670|1.000066|-0.161144|0.209841|0.148606|0.139723|0.130084|0.051021|-0.126915|0.544281|-0.429551|0.072430|-0.161144|1.000025|-0.032789|0.267832|0.266962|0.258831|0.124672|-0.195614|0.352564|0.258095|0.158109|0.209841|-0.032789|1.000232|0.522051|0.598379|0.623978|0.610195|0.431966|0.452557|0.062361|-0.182152|0.148606|0.267832|0.522051|1.000127|0.917140|0.934217|0.803660|0.285257|0.345912|0.021739|-0.268950|0.139723|0.266962|0.598379|0.917140|1.000107|0.994906|0.709006|0.363995|0.383792|0.059030|-0.228190|0.130084|0.258831|0.623978|0.934217|0.994906|1.000103|0.749645|0.367569|0.361009|0.402101|0.259099|0.051021|0.124672|0.610195|0.803660|0.709006|0.749645|1.000116|0.309715|-0.203071|0.090123|-0.285112|-0.126915|-0.195614|0.431966|0.285257|0.363995|0.367568|0.309715|1.000065,
Uni-Mol,2,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000008|0.279134|0.310174|-0.094604|0.449574|0.225175|0.204818|0.206168|0.171828|0.265540|-0.322211|0.279134|1.000075|0.177256|0.354334|0.218789|0.379361|0.434292|0.313501|0.240834|0.385449|0.218327|0.310174|0.177256|1.000025|-0.021245|-0.202131|-0.070291|-0.316296|-0.436230|-0.469614|-0.253521|0.271657|-0.094604|0.354334|-0.021245|1.000035|0.038340|0.426200|0.349260|0.223553|0.191470|0.319163|0.096118|0.449574|0.218789|-0.202131|0.038340|1.000021|0.286660|0.247500|0.265506|0.240709|0.273315|-0.558856|0.225175|0.379361|-0.070291|0.426200|0.286660|1.000217|0.498577|0.383628|0.328729|0.494869|0.034223|0.204818|0.434292|-0.316296|0.349260|0.247500|0.498577|1.000124|0.916864|0.886707|0.959183|-0.192952|0.206168|0.313501|-0.436230|0.223553|0.265506|0.383628|0.916864|1.000104|0.988528|0.923456|-0.195685|0.171828|0.240834|-0.469614|0.191470|0.240709|0.328729|0.886707|0.988528|1.000093|0.884686|-0.200720|0.265540|0.385449|-0.253521|0.319163|0.273315|0.494869|0.959183|0.923456|0.884686|1.000168|-0.217128|-0.322211|0.218327|0.271657|0.096118|-0.558856|0.034223|-0.192952|-0.195685|-0.200720|-0.217128|1.000067,
Uni-Mol,3,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000010|0.357991|-0.179538|0.442060|0.353754|-0.148340|0.388978|0.313938|0.121356|0.299096|0.327462|0.357991|1.000030|0.010375|0.360369|-0.481194|-0.170681|0.685644|0.734153|0.535868|0.663137|0.046508|-0.179538|0.010375|1.000031|-0.348686|-0.083210|0.390636|-0.284350|-0.257866|-0.087039|-0.260315|-0.059975|0.442060|0.360369|-0.348686|1.000061|-0.220523|0.316465|0.327171|0.210316|-0.244636|0.631521|-0.417955|0.353754|-0.481194|-0.083210|-0.220523|1.000007|-0.258292|-0.296984|-0.307155|-0.143454|-0.526854|0.463046|-0.148340|-0.170681|0.390636|0.316465|-0.258292|1.000021|-0.280293|-0.475826|-0.603986|0.110314|-0.713388|0.388978|0.685644|-0.284350|0.327171|-0.296984|-0.280293|1.000200|0.912823|0.669141|0.814853|0.196873|0.313938|0.734153|-0.257866|0.210316|-0.307155|-0.475826|0.912823|1.000120|0.786356|0.700437|0.373201|0.121356|0.535868|-0.087039|-0.244636|-0.143454|-0.603986|0.669141|0.786356|1.000135|0.268139|0.554307|0.299096|0.663137|-0.260315|0.631521|-0.526854|0.110314|0.814853|0.700437|0.268139|1.000136|-0.217918|0.327462|0.046508|-0.059975|-0.417955|0.463046|-0.713388|0.196873|0.373201|0.554307|-0.217918|1.000078,
Uni-Mol,4,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000025|0.367210|0.264937|0.239375|0.504175|0.291283|0.287315|0.261539|0.194291|0.261588|-0.197080|0.367210|1.000042|0.573805|0.629068|-0.114725|0.653218|0.441473|0.429065|0.279250|0.476239|-0.234667|0.264937|0.573805|1.000018|0.737331|0.153387|0.742513|-0.086222|-0.144060|-0.340617|0.021958|-0.488054|0.239375|0.629068|0.737331|1.000011|-0.156035|0.633310|-0.220169|-0.232543|-0.328071|-0.159397|-0.168297|0.504175|-0.114725|0.153387|-0.156035|1.000012|0.046672|0.207213|0.144602|0.087801|0.264619|-0.257548|0.291283|0.653218|0.742513|0.633310|0.046672|1.000033|0.198606|0.125821|-0.117469|0.247113|-0.557177|0.287315|0.441473|-0.086222|-0.220169|0.207213|0.198606|1.000085|0.982655|0.898206|0.972440|-0.153498|0.261539|0.429065|-0.144060|-0.232543|0.144602|0.125821|0.982655|1.000070|0.949095|0.952322|-0.105192|0.194291|0.279250|-0.340617|-0.328071|0.087801|-0.117469|0.898206|0.949095|1.000076|0.844683|0.106828|0.261588|0.476239|0.021958|-0.159397|0.264619|0.247113|0.972440|0.952322|0.844683|1.000106|-0.194683|-0.197080|-0.234667|-0.488054|-0.168297|-0.257548|-0.557177|-0.153498|-0.105192|0.106828|-0.194683|1.000120,
Uni-Mol,5,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000012|0.284657|0.315485|-0.164165|0.355926|0.392529|0.061246|0.071666|0.084036|-0.023239|0.095304|0.284657|1.000047|0.190529|-0.649651|-0.248514|0.241576|0.407647|0.411086|0.362322|0.536134|-0.335539|0.315485|0.190529|1.000034|-0.131447|-0.183443|0.404902|-0.036246|-0.085853|-0.056100|-0.032985|0.277456|-0.164165|-0.649651|-0.131447|1.000100|0.133894|-0.234380|-0.118398|-0.106417|-0.063051|-0.261654|0.431791|0.355926|-0.248514|-0.183443|0.133894|1.000012|0.153330|-0.065143|-0.026144|-0.005479|-0.114701|0.312346|0.392529|0.241576|0.404902|-0.234380|0.153330|1.000156|0.105931|0.074905|0.085984|0.114527|0.276449|0.061246|0.407647|-0.036246|-0.118398|-0.065143|0.105931|1.000060|0.981457|0.988500|0.949804|0.078011|0.071666|0.411086|-0.085853|-0.106417|-0.026144|0.074905|0.981457|1.000093|0.985773|0.939665|0.005766|0.084036|0.362322|-0.056100|-0.063051|-0.005479|0.085984|0.988500|0.985773|1.000067|0.921070|0.072846|-0.023239|0.536134|-0.032985|-0.261654|-0.114701|0.114527|0.949804|0.939665|0.921070|1.000085|-0.048407|0.095304|-0.335539|0.277456|0.431791|0.312346|0.276449|0.078011|0.005766|0.072846|-0.048407|1.000039,
Uni-Mol,6,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000009|0.140236|-0.069898|-0.144225|-0.009493|0.290026|0.104574|0.329925|0.004838|0.215650|0.338350|0.140236|1.000054|-0.277336|-0.497782|0.411000|0.535959|0.197473|0.149516|-0.088265|0.198030|-0.238025|-0.069898|-0.277336|1.000068|0.087657|-0.568000|-0.234921|-0.149260|-0.339095|0.062667|-0.329623|-0.049192|-0.144225|-0.497782|0.087657|1.000021|-0.192734|-0.162392|0.071119|0.115728|0.387244|-0.109261|0.368845|-0.009493|0.411000|-0.568000|-0.192734|1.000011|0.310341|0.471034|0.516349|0.180875|0.598994|-0.128620|0.290026|0.535959|-0.234921|-0.162392|0.310341|1.000109|0.322081|0.157208|0.095240|0.201915|-0.174093|0.104574|0.197473|-0.149260|0.071119|0.471034|0.322081|1.000184|0.731540|0.833593|0.737644|0.188395|0.329925|0.149516|-0.339095|0.115728|0.516349|0.157208|0.731540|1.000116|0.589471|0.879403|0.261693|0.004838|-0.088265|0.062667|0.387244|0.180875|0.095240|0.833593|0.589471|1.000128|0.452344|0.336313|0.215650|0.198030|-0.329623|-0.109261|0.598994|0.201915|0.737644|0.879403|0.452344|1.000146|0.045313|0.338350|-0.238025|-0.049192|0.368845|-0.128620|-0.174093|0.188395|0.261693|0.336313|0.045313|1.000144,
Uni-Mol,7,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000025|0.478864|0.415246|0.291210|-0.026567|0.042516|0.554858|0.430472|0.440165|-0.079203|-0.211353|0.478864|1.000033|-0.109005|-0.046025|-0.529941|0.405178|0.308782|0.037201|0.666764|0.096172|0.375400|0.415246|-0.109005|1.000036|0.362408|0.228422|-0.431529|0.415071|0.528529|0.156178|0.005518|-0.174223|0.291210|-0.046025|0.362408|1.000017|0.019645|-0.270936|0.076406|0.349754|-0.160196|0.436962|-0.143516|-0.026567|-0.529941|0.228422|0.019645|1.000007|-0.297086|-0.231703|0.184156|-0.337905|-0.052309|-0.522850|0.042516|0.405178|-0.431529|-0.270936|-0.297086|1.000120|-0.166655|-0.384821|0.184023|-0.036926|0.287568|0.554858|0.308782|0.415071|0.076406|-0.231703|-0.166655|1.000237|0.707658|0.542971|-0.442632|-0.172136|0.430472|0.037201|0.528529|0.349754|0.184156|-0.384821|0.707658|1.000233|0.287662|-0.236797|-0.354893|0.440165|0.666764|0.156178|-0.160196|-0.337905|0.184023|0.542971|0.287662|1.000107|-0.046499|0.325179|-0.079203|0.096172|0.005518|0.436962|-0.052309|-0.036926|-0.442632|-0.236797|-0.046499|1.000075|0.412150|-0.211353|0.375400|-0.174223|-0.143516|-0.522850|0.287568|-0.172136|-0.354893|0.325179|0.412150|1.000079,
Uni-Mol,8,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000018|-0.114025|-0.011009|0.044279|0.104283|0.282716|0.001677|0.207179|0.212504|0.007258|0.033941|-0.114025|1.000035|-0.012699|0.223532|0.183482|0.466403|0.379294|0.100498|0.059575|0.223474|0.071402|-0.011009|-0.012699|1.000043|-0.361948|-0.451455|0.318330|0.038531|0.435120|0.504535|0.035677|-0.276694|0.044279|0.223532|-0.361948|1.000091|-0.103198|-0.176366|0.178599|-0.334106|-0.324347|0.427646|-0.252776|0.104283|0.183482|-0.451455|-0.103198|1.000008|0.125599|-0.298011|-0.393930|-0.432599|-0.563456|0.714974|0.282716|0.466403|0.318330|-0.176366|0.125599|1.000028|0.105104|0.390476|0.445231|-0.134075|-0.082914|0.001677|0.379294|0.038531|0.178599|-0.298011|0.105104|1.000175|0.594715|0.525639|0.818277|-0.232109|0.207179|0.100498|0.435120|-0.334106|-0.393930|0.390476|0.594715|1.000140|0.970288|0.346818|-0.081255|0.212504|0.059575|0.504535|-0.324347|-0.432599|0.445231|0.525639|0.970288|1.000148|0.317208|-0.176872|0.007258|0.223474|0.035677|0.427646|-0.563456|-0.134075|0.818277|0.346818|0.317208|1.000115|-0.545193|0.033941|0.071402|-0.276694|-0.252776|0.714974|-0.082914|-0.232109|-0.081255|-0.176872|-0.545193|1.000147,
Uni-Mol,9,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000010|-0.198222|0.098490|0.121422|0.220415|0.011211|-0.070517|0.016232|0.038992|-0.126534|0.077300|-0.198222|1.000036|-0.120360|-0.085803|0.400343|-0.029152|-0.432956|-0.491591|-0.469319|-0.341399|0.064867|0.098490|-0.120360|1.000029|0.126189|0.404263|-0.597484|-0.469633|-0.282906|-0.188701|-0.580300|0.640063|0.121422|-0.085803|0.126189|1.000047|0.049365|0.165326|0.199191|0.142375|0.184871|0.130326|-0.287370|0.220415|0.400343|0.404263|0.049365|1.000009|-0.566671|-0.566669|-0.399325|-0.283937|-0.661344|0.451291|0.011211|-0.029152|-0.597484|0.165326|-0.566671|1.000036|0.372170|0.059550|-0.087632|0.595185|-0.437768|-0.070517|-0.432956|-0.469633|0.199191|-0.566669|0.372170|1.000064|0.930699|0.858325|0.936996|-0.662174|0.016232|-0.491591|-0.282906|0.142375|-0.399325|0.059550|0.930699|1.000080|0.975367|0.770028|-0.533634|0.038992|-0.469319|-0.188701|0.184871|-0.283937|-0.087632|0.858325|0.975367|1.000075|0.645639|-0.507194|-0.126534|-0.341399|-0.580300|0.130326|-0.661344|0.595185|0.936996|0.770028|0.645639|1.000091|-0.654683|0.077300|0.064867|0.640063|-0.287370|0.451291|-0.437768|-0.662174|-0.533634|-0.507194|-0.654683|1.000053,
Uni-Mol,10,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000010|0.007843|0.272929|-0.232474|0.487580|0.578369|0.518508|0.442265|0.539836|0.335985|0.387683|0.007843|1.000020|0.395114|0.528637|0.242230|0.231124|0.328015|0.285433|0.188267|-0.307600|0.545822|0.272929|0.395114|1.000040|0.033173|0.470192|0.209194|0.334197|0.339982|0.294160|-0.235051|0.338709|-0.232474|0.528637|0.033173|1.000058|-0.264033|0.048331|0.277106|0.324992|0.257331|0.008788|0.281605|0.487580|0.242230|0.470192|-0.264033|1.000008|-0.088678|-0.007149|0.030961|0.024882|-0.223927|0.165158|0.578369|0.231124|0.209194|0.048331|-0.088678|1.000026|0.766377|0.646005|0.749881|0.452058|0.635927|0.518508|0.328015|0.334197|0.277106|-0.007149|0.766377|1.000087|0.938463|0.944688|0.384048|0.663865|0.442265|0.285433|0.339982|0.324992|0.030961|0.646005|0.938463|1.000084|0.962881|0.402316|0.567787|0.539836|0.188267|0.294160|0.257331|0.024882|0.749881|0.944688|0.962881|1.000073|0.497244|0.598549|0.335985|-0.307600|-0.235051|0.008788|-0.223927|0.452058|0.384048|0.402316|0.497244|1.000181|-0.030325|0.387683|0.545822|0.338709|0.281605|0.165158|0.635927|0.663865|0.567787|0.598549|-0.030325|1.000165,
Uni-Mol,11,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000008|0.045010|-0.044760|0.026767|0.534938|-0.023411|0.058823|0.177352|0.207866|-0.023343|-0.154905|0.045010|1.000078|0.545914|0.406924|-0.309539|0.668000|0.784540|0.694393|0.668728|0.734138|0.275465|-0.044760|0.545914|1.000044|-0.066291|0.039683|0.275494|0.653920|0.638076|0.499818|0.538831|0.294357|0.026767|0.406924|-0.066291|1.000037|-0.034361|0.421709|0.196332|0.374914|0.312433|0.182784|-0.199037|0.534938|-0.309539|0.039683|-0.034361|1.000015|-0.306801|-0.085980|0.143763|0.113151|-0.219356|-0.384378|-0.023411|0.668000|0.275494|0.421709|-0.306801|1.000037|0.572452|0.626844|0.630178|0.440268|0.083358|0.058823|0.784540|0.653920|0.196332|-0.085980|0.572452|1.000122|0.844321|0.855546|0.852211|0.327925|0.177352|0.694393|0.638076|0.374914|0.143763|0.626844|0.844321|1.000077|0.916441|0.602231|0.212093|0.207866|0.668728|0.499818|0.312433|0.113151|0.630178|0.855546|0.916441|1.000077|0.558221|0.134601|-0.023343|0.734138|0.538831|0.182784|-0.219356|0.440268|0.852211|0.602231|0.558221|1.000169|0.325493|-0.154905|0.275465|0.294357|-0.199037|-0.384378|0.083358|0.327925|0.212093|0.134601|0.325493|1.000052,
Uni-Mol,12,351,mu|alpha|eps_HOMO|eps_LUMO|R2|zpve|U0|U|H|G|Cv,1.000008|0.230973|0.029245|-0.085878|0.547987|0.377266|-0.087771|-0.048399|-0.029116|-0.267493|0.330282|0.230973|1.000041|-0.459592|-0.196424|0.442294|0.003240|0.151864|0.234306|0.356566|0.010253|0.495506|0.029245|-0.459592|1.000026|0.152608|0.248168|-0.327828|0.213694|0.287424|0.112973|0.337457|-0.297529|-0.085878|-0.196424|0.152608|1.000106|-0.054102|0.102775|-0.232877|-0.308572|-0.322562|-0.144304|-0.354621|0.547987|0.442294|0.248168|-0.054102|1.000013|-0.026286|0.152194|0.329160|0.294615|0.077303|0.187963|0.377266|0.003240|-0.327828|0.102775|-0.026286|1.000059|-0.418339|-0.628473|-0.752240|-0.393599|0.269910|-0.087771|0.151864|0.213694|-0.232877|0.152194|-0.418339|1.000157|0.900450|0.716264|0.929882|-0.083238|-0.048399|0.234306|0.287424|-0.308572|0.329160|-0.628473|0.900450|1.000069|0.878496|0.820271|-0.071158|-0.029116|0.356566|0.112973|-0.322562|0.294615|-0.752240|0.716264|0.878496|1.000030|0.595344|-0.061764|-0.267493|0.010253|0.337457|-0.144304|0.077303|-0.393599|0.929882|0.820271|0.595344|1.000144|-0.260774|0.330282|0.495506|-0.297529|-0.354621|0.187963|0.269910|-0.083238|-0.071158|-0.061764|-0.260774|1.000113,
